recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,attributes_patterns,POS_all,cluster,sentiment_scores_noun_pos_vader,sentiment_score_noun_pos_vader,sentiment_scores_all_pos_vader,sentiment_score_all_pos_vader,sentiment_score_review_spacy,sentiment_score_noun_pos_spacy,sentiment_score_all_pos_spacy,consistency_noun_pos_vader,consistency_all_pos_vader,consistency_review_spacy,consistency_noun_pos_spacy,consistency_all_pos_spacy
154244068,english,this game is so fun. buy it right now! i know your thinking about it!,1703366678,1703366678,True,0,0,0.0,0,True,False,False,True,,,,76561199249666027,0,1,11454,1048,8169,1706907911,[],"['game', 'is', 'so', 'fun', 'buy', 'right', 'now', 'i', 'know', 'thinking']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.11547619047619045,0.0,0.061904761904761886,inconsistent,inconsistent,consistent,inconsistent,consistent
154242889,english,very good,1703365617,1703365617,True,0,0,0.0,0,True,False,False,True,,,,76561199573140734,0,4,6565,929,2572,1707102099,[],"['very', 'good']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.9099999999999999,0.0,0.9099999999999999,inconsistent,inconsistent,consistent,inconsistent,consistent
154240424,english,"this game is just simply bad. not good match making at all, low levels being put against level 100 and disconnects like crazy. i deeply regret paying for this game even at a sale.",1703363434,1703363434,False,3,0,0.5116279125213623,0,True,False,False,True,,,,76561199158022783,0,9,3390,1083,460,1707105498,"['good match', 'low levels']","['game', 'is', 'just', 'simply', 'bad', 'not', 'good', 'match', 'making', 'low', 'levels', 'being', 'put', 'level', 'disconnects', 'crazy', 'i', 'deeply', 'regret', 'paying', 'game', 'even', 'sale']",0,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.35,0.35,-0.35,consistent,inconsistent,consistent,inconsistent,consistent
154229404,english,"its epic gamer, its literally gang beasts but with animals",1703353640,1703353640,True,0,0,0.0,0,True,False,False,True,,,,76561199230581687,14,5,4174,1400,419,1707105134,['gang beasts'],"['epic', 'gamer', 'literally', 'gang', 'beasts', 'animals']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1,0.0,0.1,inconsistent,inconsistent,consistent,inconsistent,consistent
154217024,english,"this game started out great but went downhill fast.

devs kept putting out patches making constant changes to hitreg and how maps work. it isn't consistent and changes constantly which is annoying and doesn't always work properly.

also, once you reach pass level 100, you can no longer earn nemo bucks. they recently only started to offer 2 boxes of cookies a day and you can't earn any higher than that. i'm not sure if my game has glitched but for the past two days, i can't even collect my two box prizes of cookies. i've written in a help ticket but this limitation is irritating especially when level 100 players want to purchase new skins.

this game had potential but the devs seem confused and don't know how to handle this game properly. for a while they implemented random 4x4 plays but people complained and they were removed. why not just give us an option for that feature instead of forcing it upon players randomly?

these inconsistent and dumb decisions are destroying the game. they have less people playing now than among us. among us has been out for years! so that's very telling.

i really wish i could recommend this game but in its current state, i simply can't.",1703343367,1703343432,False,1,0,0.0,0,True,False,False,True,,,,76561198144561152,0,10,7094,0,7047,1705030278,"['constant changes', 'maps work', 'pass level', 'nemo bucks', 'new skins', 'dumb decisions', 'less people', 'wish i', 'current state']","['game', 'started', 'great', 'went', 'fast', 'devs', 'kept', 'putting', 'patches', 'making', 'constant', 'changes', 'hitreg', 'maps', 'work', 'is', ""n't"", 'consistent', 'changes', 'constantly', 'is', 'annoying', 'does', ""n't"", 'always', 'work', 'properly', 'also', 'once', 'reach', 'pass', 'level', 'no', 'longer', 'earn', 'nemo', 'bucks', 'recently', 'only', 'started', 'offer', 'boxes', 'cookies', 'day', ""n't"", 'earn', 'higher', 'i', ""'m"", 'not', 'sure', 'game', 'has', 'glitched', 'past', 'days', 'i', ""n't"", 'even', 'collect', 'box', 'prizes', 'cookies', 'i', ""'ve"", 'written', 'help', 'ticket', 'limitation', 'is', 'irritating', 'especially', 'level', 'players', 'want', 'purchase', 'new', 'skins', 'game', 'had', 'potential', 'devs', 'seem', 'confused', 'do', ""n't"", 'know', 'handle', 'game', 'properly', 'while', 'implemented', 'random', 'plays', 'people', 'complained', 'were', 'removed', 'not', 'just', 'give', 'option', 'feature', 'instead', 'forcing', 'players', 'randomly', 'inconsistent', 'dumb', 'decisions', 'are', 'destroying', 'game', 'have', 'less', 'people', 'playing', 'now', 'has', 'been', 'years', ""'s"", 'very', 'telling', 'i', 'really', 'wish', 'i', 'recommend', 'game', 'current', 'state', 'i', 'simply', ""n't""]",0,"{'neg': 0.152, 'neu': 0.737, 'pos': 0.111, 'compound': -0.2212}",-0.2212,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.13778696051423323,-0.08106060606060606,-0.1407907196969697,consistent,inconsistent,consistent,consistent,consistent
154184202,english,"i just bought this game a few days ago and i have played about 18 hours worth. if you have played gang beasts, this game is a similar concept and has similar physics  the game has  a variety of game modes such as freeforall brawls to teambased challenges. it's best enjoyed if you queue up with a friend or two. i have not noticed any toxicity with the player base yet.",1703306446,1703306446,True,0,0,0.0,0,True,False,False,True,,,,76561198089664724,312,2,6247,1334,1104,1707073968,"['few days', 'hours worth', 'similar concept', 'similar physics', 'modes such', 'freeforall brawls']","['i', 'just', 'bought', 'game', 'few', 'days', 'ago', 'i', 'have', 'played', 'hours', 'worth', 'have', 'played', 'gang', 'beasts', 'game', 'is', 'similar', 'concept', 'has', 'similar', 'physics', 'game', 'has', 'variety', 'game', 'modes', 'such', 'freeforall', 'brawls', 'teambased', 'challenges', ""'s"", 'best', 'enjoyed', 'queue', 'friend', 'i', 'have', 'not', 'noticed', 'toxicity', 'player', 'base', 'yet']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.06666666666666667,0.019999999999999997,-0.06666666666666667,inconsistent,inconsistent,inconsistent,consistent,inconsistent
154154247,english,"the simplest way to explain it, is that if you love the mini games in mario party (which is to me the best part of that game) you'll love party animals. the game itself is really cute and fun, but even better played with friends. it's nothing to take seriously, it's really just pure chaos at its finest!",1703274537,1703274537,True,0,0,0.0,0,True,False,False,True,,,,76561199126978238,0,1,14624,892,12692,1707089756,"['simplest way', 'best part', 'pure chaos']","['simplest', 'way', 'explain', 'is', 'love', 'mini', 'games', 'mario', 'party', 'is', 'best', 'part', 'game', 'love', 'party', 'animals', 'game', 'is', 'really', 'cute', 'fun', 'even', 'better', 'played', 'friends', ""'s"", 'nothing', 'take', 'seriously', ""'s"", 'really', 'just', 'pure', 'chaos', 'finest']",0,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2967857142857143,0.6071428571428571,0.2914285714285715,consistent,inconsistent,consistent,consistent,consistent
154152072,english,really amazing game,1703272441,1703272441,True,0,0,0.0,0,True,False,False,True,,,,76561198345330244,0,79,8379,1241,3435,1707045361,['amazing game'],"['really', 'amazing', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,inconsistent,inconsistent,consistent,consistent,consistent
154123195,english,"increasing monetisation, empty playerbase, and poor moderation. can't recommend.",1703243814,1703243814,False,30,6,0.6309345364570617,0,True,False,False,True,,,,76561199366146061,107,12,27941,322,20501,1706857312,"['empty playerbase', 'poor moderation']","['increasing', 'monetisation', 'empty', 'playerbase', 'poor', 'moderation', ""n't"", 'recommend']",0,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.25,-0.25,-0.25,consistent,inconsistent,consistent,consistent,consistent
154110211,english,10/10,1703224152,1703224152,True,0,0,0.0,0,True,False,False,True,,,,76561198118140621,0,1,7058,244,5711,1707115472,[],[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
154085021,english,"i didn't think i would like this game because i'm not very good at competitive games, but i'm glad i tired it out. there is something undeniably fun about cute animals hitting each other. also the team games are a really great time as long as you have all the chat options turned off. people can get toxic fast online.",1703192404,1703192404,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198366620044,0,2,4022,659,2428,1707060741,"['competitive games', 'glad i', 'great time', 'fast online']","['i', 'did', ""n't"", 'think', 'i', 'like', 'game', 'i', ""'m"", 'not', 'very', 'good', 'competitive', 'games', 'i', ""'m"", 'glad', 'i', 'tired', 'is', 'something', 'undeniably', 'fun', 'cute', 'animals', 'hitting', 'other', 'also', 'team', 'games', 'are', 'really', 'great', 'time', 'as', 'long', 'have', 'chat', 'options', 'turned', 'people', 'get', 'toxic', 'fast', 'online']",0,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.7964}",0.7964,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.10557692307692308,0.5,0.10557692307692308,consistent,inconsistent,consistent,consistent,consistent
154035155,english,"10/10, i can punch stuff",1703125480,1703125480,True,1,0,0.0,0,True,False,False,True,,,,76561198871050128,0,5,6283,2846,644,1707094896,[],"['i', 'punch', 'stuff']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
153960547,english,i'm a pink batman! the cute one. with nunchucks!,1703028674,1703028674,True,2,0,0.5238095521926879,0,True,False,False,True,,,,76561198059615210,0,4,10411,878,6734,1706994954,['cute one'],"['i', ""'m"", 'pink', 'batman', 'cute', 'one', 'nunchucks']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25,0.5,0.2,inconsistent,inconsistent,consistent,consistent,consistent
153916461,english,"real good game to play casually with friends and online,it recives updates ever few weeks and has a lot of content",1702989628,1702989628,True,0,0,0.0,0,True,True,False,True,,,,76561199439040861,0,2,9368,608,6989,1707016483,"['good game', 'few weeks']","['real', 'good', 'game', 'play', 'casually', 'friends', 'online', 'recives', 'updates', 'ever', 'few', 'weeks', 'has', 'lot', 'content']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.025000000000000036,0.033333333333333305,-0.025000000000000036,inconsistent,inconsistent,inconsistent,consistent,inconsistent
153907468,english,really fun and great mini games,1702975421,1702975421,True,0,0,0.4545454680919647,0,True,False,False,True,,,,76561198450468232,0,26,3749,1473,453,1706644986,['great mini'],"['really', 'fun', 'great', 'mini', 'games']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.55,0.8,0.55,inconsistent,inconsistent,consistent,consistent,consistent
153907122,english,"this is like furry game beast, so much fun to play and highly recommend playing with your friends to a party",1702974824,1702974824,True,0,0,0.0,0,True,False,False,True,,,,76561198859706298,0,1,7445,1057,5290,1707115632,"['furry game', 'much fun']","['is', 'furry', 'game', 'beast', 'so', 'much', 'fun', 'play', 'highly', 'recommend', 'playing', 'friends', 'party']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.01999999999999999,-0.05000000000000002,0.01999999999999999,inconsistent,inconsistent,consistent,inconsistent,consistent
153888520,english,very funny and a lot of avatars are awesome but i recommend adding all of the cats and dogs and other og avatars skins back because people like having a collection and not having all of them can tick people off. please add all the og skins back like the magical cats back.,1702945184,1702945184,True,0,0,0.0,1,True,False,False,True,,,,76561198075340379,0,3,3470,854,1814,1707077775,"['og avatars', 'magical cats']","['very', 'funny', 'lot', 'avatars', 'are', 'awesome', 'i', 'recommend', 'adding', 'cats', 'dogs', 'other', 'og', 'avatars', 'skins', 'back', 'people', 'having', 'collection', 'not', 'having', 'tick', 'people', 'please', 'add', 'og', 'skins', 'back', 'magical', 'cats', 'back']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.24285714285714285,0.5,0.24285714285714285,inconsistent,inconsistent,consistent,consistent,consistent
153834473,english,i punched a cat today,1702869470,1702869470,True,1,0,0.0,0,True,False,False,True,,,,76561198799387778,166,6,5609,0,5609,1702869430,[],"['i', 'punched', 'cat', 'today']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
153775941,english,this game started out good but as it later became mediocre but then it started collaborating with chinese streaming sites accessible to other regional players it became annoying,1702804079,1702804079,False,4,0,0.5216950178146362,0,True,False,False,True,,,,76561198253554318,0,1,9806,394,7004,1707093684,"['sites accessible', 'regional players']","['game', 'started', 'good', 'later', 'became', 'mediocre', 'then', 'started', 'collaborating', 'chinese', 'streaming', 'sites', 'accessible', 'other', 'regional', 'players', 'became', 'annoying']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.09375000000000001,0.375,-0.09375000000000001,inconsistent,inconsistent,consistent,inconsistent,consistent
153720321,english,aimal sex,1702739659,1702739659,True,0,0,0.0,0,True,False,False,True,,,,76561199502730230,0,4,8650,33,8401,1706970860,['aimal sex'],"['aimal', 'sex']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
153717441,english,"i've never laughed so hard playing a game! it's easy for anyone to play but deep enough that if you wanna sweat you can. it's a perfect game that i can play with my 8 year old or just adults and it's fun either way. the devs have been great, despite the mishap about offline play. i believe them that it was a translation error.

it's a shame so many people review bombed this game. it's excellent, the mtx are only cosmetic and you get so much free ingame currency, so quickly, that you can get whatever you want.",1702737065,1702737065,True,2,0,0.5238095521926879,0,True,False,False,True,,,,76561198014668603,0,56,8772,511,7572,1706496917,"['na sweat', 'perfect game', 'year old', 'offline play', 'many people', 'free ingame']","['i', ""'ve"", 'never', 'laughed', 'so', 'hard', 'playing', 'game', ""'s"", 'easy', 'anyone', 'play', 'deep', 'enough', 'wan', 'na', 'sweat', ""'s"", 'perfect', 'game', 'i', 'play', 'year', 'old', 'just', 'adults', ""'s"", 'fun', 'way', 'devs', 'have', 'been', 'great', 'mishap', 'offline', 'play', 'i', 'believe', 'was', 'translation', 'error', ""'s"", 'shame', 'so', 'many', 'people', 'review', 'bombed', 'game', ""'s"", 'excellent', 'mtx', 'are', 'only', 'cosmetic', 'get', 'so', 'much', 'free', 'ingame', 'currency', 'so', 'quickly', 'get', 'want']",0,"{'neg': 0.086, 'neu': 0.514, 'pos': 0.4, 'compound': 0.7579}",0.7579,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1720588235294118,0.32,0.15694444444444444,consistent,inconsistent,consistent,consistent,consistent
153710078,english,reached level 100 in 2 weeks baby! what can i say more?,1702729912,1702729912,True,0,0,0.0,0,True,False,False,True,,,,76561199486279788,0,1,8598,1,5514,1705930476,[],"['reached', 'level', 'weeks', 'baby', 'i', 'say', 'more']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,0.0,0.5,inconsistent,inconsistent,consistent,inconsistent,consistent
153706915,english,the best party game in the world!,1702726318,1702726318,True,0,0,0.0,0,True,False,False,True,,,,76561199366664009,0,1,12575,2405,1721,1707053507,['best party'],"['best', 'party', 'game', 'world']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25,1.0,0.3,inconsistent,inconsistent,consistent,consistent,consistent
153684022,english,"game is pretty fun. try it, it's good.",1702695261,1702695261,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198041078581,0,4,9242,356,6225,1706399732,['pretty fun'],"['game', 'is', 'pretty', 'fun', 'try', ""'s"", 'good']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.21249999999999997,0.275,0.21249999999999997,inconsistent,inconsistent,consistent,consistent,consistent
153633375,english,good,1702638837,1702638837,True,0,0,0.4961089491844177,0,True,True,False,True,,,,76561199553852077,0,1,49262,2626,36896,1707104748,[],['good'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.7,0.0,0.7,inconsistent,inconsistent,consistent,inconsistent,consistent
153556305,english,"its really fun to me

",1702534871,1702534871,True,0,0,0.0,0,True,False,False,True,,,,76561199255975315,0,2,9523,581,1818,1707034966,[],"['really', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0,0.3,inconsistent,inconsistent,consistent,inconsistent,consistent
153534495,english,headbutt bunny into turbine engine,1702503951,1702503951,True,0,0,0.0,0,True,False,False,True,,,,76561198084656561,0,1,7133,319,4310,1707116635,[],"['headbutt', 'bunny', 'turbine', 'engine']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
153497901,english,"one of the dumbest games that i have put at least 121 hours into, i will continue to put hours into it as it is so entertaining and just silly a great game to play with friend and family online or offline. who doesnt like a mascot fighter game",1702460860,1702460860,True,0,1,0.0,0,True,False,False,True,,,,76561199248580098,54,2,11823,1086,7288,1707017561,"['dumbest games', 'great game']","['dumbest', 'games', 'i', 'have', 'put', 'least', 'hours', 'i', 'continue', 'put', 'hours', 'is', 'so', 'entertaining', 'just', 'silly', 'great', 'game', 'play', 'friend', 'family', 'online', 'offline', 'doesnt', 'mascot', 'fighter', 'game']",0,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05000000000000001,0.2,-0.05000000000000001,consistent,inconsistent,inconsistent,consistent,inconsistent
153458077,english,love this game. so many hidden skins i need to catch up though.,1702403770,1702403770,True,1,0,0.5277777910232543,0,True,False,False,True,,,,76561198308357774,0,10,11514,2204,1916,1707066663,[],"['love', 'game', 'so', 'many', 'hidden', 'skins', 'i', 'need', 'catch']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.10833333333333334,0.0,0.10833333333333334,inconsistent,inconsistent,consistent,inconsistent,consistent
153369124,english,"good game

",1702295487,1702295487,True,0,0,0.0,0,True,False,False,True,,,,76561199553108987,0,1,50690,2391,36564,1707107460,['good game'],"['good', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.14999999999999997,0.14999999999999997,0.14999999999999997,inconsistent,inconsistent,consistent,consistent,consistent
153346249,english,.......its alright with fun friends ....... i guess.,1702262696,1702262696,True,0,0,0.0,0,True,False,False,True,,,,76561198129910830,0,2,7735,0,7549,1705122012,"['fun friends', 'i guess']","['.......', 'alright', 'fun', 'friends', '.......', 'i', 'guess']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.3,0.3,inconsistent,inconsistent,consistent,consistent,consistent
153190718,english,"this game is really fun to play! there are around 20 different map to play and each of them can be divided into two categories, team based maps and duo based maps. the mechanics can be challenging at first but the more you play the game, the better you will become at using the game mechanics. some of the maps provides weapons which can be used by players to help them win matches. there are also various skins that you can choose from for your player character and many of the skins look really good! in addition there are many rewards in the game that players can achieve when they complete challenges, achievement, or reach a certain level. this is a great game that can be played solo or with friends",1702110357,1702110357,True,1,0,0.5288461446762084,0,True,False,False,True,,,,76561199191392100,0,1,7458,1543,4073,1707091969,"['different map', 'various skins', 'many rewards', 'certain level', 'great game']","['game', 'is', 'really', 'fun', 'play', 'are', 'around', 'different', 'map', 'play', 'be', 'divided', 'categories', 'team', 'based', 'maps', 'duo', 'based', 'maps', 'mechanics', 'be', 'challenging', 'first', 'more', 'play', 'game', 'better', 'become', 'using', 'game', 'mechanics', 'maps', 'provides', 'weapons', 'be', 'used', 'players', 'help', 'win', 'matches', 'are', 'also', 'various', 'skins', 'choose', 'player', 'character', 'many', 'skins', 'look', 'really', 'good', 'addition', 'are', 'many', 'rewards', 'game', 'players', 'achieve', 'complete', 'challenges', 'achievement', 'reach', 'certain', 'level', 'is', 'great', 'game', 'be', 'played', 'solo', 'friends']",0,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}",0.7351,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.206015037593985,0.18571428571428572,0.19285714285714284,consistent,inconsistent,consistent,consistent,consistent
153103133,english,fun to play,1702020971,1702020971,True,0,0,0.0,0,True,False,False,True,,,,76561199224679277,22,2,12468,3279,3907,1707070386,[],"['fun', 'play']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0,0.3,inconsistent,inconsistent,consistent,inconsistent,consistent
153088897,english,yes,1702002712,1702002712,True,0,0,0.0,0,True,False,False,True,,,,76561199262752554,0,4,10957,1236,4575,1707097746,[],['yes'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
153062411,english,duck vader,1701976305,1701976356,True,0,0,0.0,0,True,False,False,True,,,,76561198439514728,139,18,6294,1751,298,1707082888,[],"['duck', 'vader']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
153013139,english,its aight,1701901868,1701901868,True,0,0,0.0,0,True,False,False,True,,,,76561199075167761,65,15,7336,0,7307,1703804922,[],['aight'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
152939044,english,funny game .,1701798812,1701798812,True,0,0,0.0,0,True,False,False,True,,,,76561199223105246,0,6,5024,1089,187,1706901472,['funny game'],"['funny', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
152933940,english,"you have to bring a map to this game every month. also, bring lots of costumes. what is your job?",1701792968,1701792968,True,0,1,0.4761904776096343,2,True,False,False,True,,,,76561199008939314,0,11,6150,121,4911,1706649160,[],"['have', 'bring', 'map', 'game', 'month', 'also', 'bring', 'lots', 'costumes', 'is', 'job']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4,0.0,-0.4,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
152931420,english,beating up kids has never been more fun,1701790320,1701790320,True,2,1,0.5454545617103576,0,True,False,False,True,,,,76561198045964599,277,1,7239,444,3414,1707079538,['more fun'],"['beating', 'kids', 'has', 'never', 'been', 'more', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.4,0.4,0.4,inconsistent,inconsistent,consistent,consistent,consistent
152927406,english,full of fun,1701786323,1701786323,True,0,0,0.0,0,True,False,False,True,,,,76561198007329404,82,19,2856,1210,800,1706735635,[],"['full', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.32499999999999996,0.0,0.32499999999999996,inconsistent,inconsistent,consistent,inconsistent,consistent
152910977,english,"a fun chaotic multiplayer, with adorable critters! recommended!",1701758914,1701758914,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198044993522,0,1,5125,641,3658,1707071762,"['fun chaotic', 'chaotic multiplayer', 'adorable critters']","['fun', 'chaotic', 'multiplayer', 'adorable', 'critters', 'recommended']",0,"{'neg': 0.308, 'neu': 0.385, 'pos': 0.308, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.540625,0.4,0.4,inconsistent,inconsistent,consistent,consistent,consistent
